16.9,-79.877006,43.258918,114.15,0.71,5.23,-384,1024,16352,-186,421,-50,-12.39,82.45,991.18,-4357.54,9782.29,490.86
17.0,-79.877006,43.258918,113.98,0.74,5.25,-432,1088,16336,-186,421,-50,-12.81,82.73,990.56,-4330.25,9800.48,511.55
17.1,-79.877006,43.258918,114.02,0.74,5.22,-400,1008,16336,-191,419,-54,-12.88,82.23,990.03,-4339.86,9804.19,500.88
17.2,-79.877006,43.258918,113.99,0.77,5.21,-448,1040,16320,-189,419,-49,-13.37,82.10,989.43,-4334.98,9807.05,527.33
17.3,-79.877006,43.258918,113.95,0.78,5.19,-416,1008,16400,-189,420,-53,-13.50,81.70,989.64,-4330.75,9815.70,521.32
17.4,-79.877006,43.258918,113.91,0.80,5.22,-448,1104,16464,-189,420,-53,-13.91,82.24,990.38,-4327.14,9823.06,516.21
17.5,-79.877006,43.258918,114.01,0.76,5.23,-336,1088,16512,-192,418,-54,-13.22,82.55,991.44,-4343.83,9817.43,504.93
17.6,-79.877006,43.258918,113.89,0.79,5.28,-448,1152,16464,-187,421,-53,-13.67,83.41,991.91,-4325.12,9830.54,502.20
17.7,-79.877006,43.258918,113.80,0.78,5.31,-400,1120,16384,-187,420,-51,-13.61,83.84,991.61,-4309.30,9835.63,514.16
17.8,-79.877006,43.258918,113.84,0.76,5.28,-368,1024,16320,-190,419,-53,-13.26,83.32,990.77,-4315.52,9834.05,510.20
17.9,-79.877006,43.258918,113.86,0.76,5.22,-384,960,16288,-190,419,-53,-13.11,82.29,989.78,-4320.81,9832.70,506.84
18.0,-79.877006,43.258918,114.00,0.79,5.20,-464,1024,16368,-194,420,-50,-13.72,82.00,989.65,-4351.41,9836.92,525.24
18.1,-79.877006,43.258918,114.17,0.80,5.22,-416,1072,16384,-194,416,-53,-13.80,82.20,989.68,-4377.68,9817.24,519.86
18.2,-79.877006,43.258918,114.24,0.77,5.23,-368,1072,16432,-192,417,-53,-13.43,82.37,990.14,-4386.86,9806.52,515.21
18.3,-79.877006,43.258918,114.30,0.77,5.24,-400,1088,16528,-192,417,-53,-13.40,82.67,991.37,-4394.66,9797.41,511.25
18.4,-79.877006,43.258918,114.21,0.73,5.28,-320,1152,16528,-188,418,-52,-12.65,83.51,992.42,-4375.07,9795.73,514.90
18.5,-79.877006,43.258918,114.13,0.73,5.28,-400,1072,16496,-187,416,-53,-12.74,83.48,993.03,-4352.01,9782.69,511.05
18.6,-79.877006,43.258918,114.14,0.74,5.28,-400,1072,16464,-191,420,-49,-12.82,83.46,993.27,-4358.32,9794.53,535.90
18.7,-79.877006,43.258918,114.15,0.73,5.32,-384,1152,16464,-191,420,-49,-12.74,84.18,993.47,-4363.68,9804.59,557.03
18.8,-79.877006,43.258918,114.17,0.71,5.30,-352,1056,16480,-191,418,-52,-12.38,83.91,993.78,-4368.36,9801.63,553.83
18.9,-79.877006,43.258918,114.23,0.73,5.35,-416,1152,16400,-193,420,-55,-12.66,84.56,993.33,-4385.26,9811.00,529.65
19.0,-79.877006,43.258918,114.08,0.68,5.37,-304,1120,16336,-188,424,-50,-11.87,84.82,992.39,-4366.69,9842.39,544.30
19.1,-79.877006,43.258918,113.95,0.69,5.35,-400,1072,16432,-188,424,-50,-12.08,84.59,992.43,-4350.91,9869.08,556.76
19.2,-79.877006,43.258918,113.98,0.72,5.36,-432,1104,16352,-191,420,-53,-12.55,84.70,991.76,-4357.36,9868.29,546.34
19.3,-79.877006,43.258918,113.99,0.70,5.39,-352,1136,16320,-191,421,-52,-12.22,85.08,990.91,-4362.79,9873.42,544.52
